MAG,Individual,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,Taxa,PersistingMAG_ct,Unique_DataPoint_ct,TP1,First_Recorded_TP,LastMOL_lqfood,First_recorded_TP_Weaning,TP2_Weaning,Group,Initial_Colonization
29-2_10x29-2_early__29-2_10.008.LR_stool.fasta,29-2,0,0,Escherichia coli,5,14,6,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_N9x20-2_N9.010.SR_stool.fasta,20-2,0,0,Escherichia coli,5,14,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_N9x20-2_N9.010.SR_stool.fasta,20-2,0.083333333,0,Escherichia coli,5,14,10,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_1x20.SR_stool.fasta,39-2,0.166666667,0,Escherichia coli,5,14,3,1,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_6_stoolxbin.3.SR_stool.fasta,19-1,0.333333333,0,Escherichia coli,5,14,10,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_10x29-2_early__29-2_10.008.LR_stool.fasta,29-2,0.333333333,0,Escherichia coli,5,14,10,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_6_stoolx19.SR_stool.fasta,29-1,0.166666667,3.028927267,Escherichia coli,5,14,8,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_10x29-2_early__29-2_10.008.LR_stool.fasta,29-2,0.666666667,4.00411244,Escherichia coli,5,14,14,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_6_stoolx19.SR_stool.fasta,29-1,0.333333333,5.102486585,Escherichia coli,5,14,10,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_6_stoolx19.SR_stool.fasta,29-1,0.416666667,9.217832349,Escherichia coli,5,14,11,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_37_stoolx47-2_37_stool.017.SR_stool.fasta,47-2,0,0,Eubacterium sp.,7,15,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_11x23.LR_stool.fasta,2-Aug,0,0,Eubacterium sp.,7,15,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_11x23.LR_stool.fasta,2-Aug,0.166666667,0,Eubacterium sp.,7,15,11,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_11x43-1_early__43-1_11.002.LR_stool.fasta,43-1,0,0,Faecalibacterium prausnitzii,30,87,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_7_stoolx47-1_7_stool.016_sub.SR_stool.fasta,47-1,0,0,Faecalibacterium prausnitzii,30,87,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x43-2_12.003.SR_stool.fasta,43-2,0,0,Faecalibacterium prausnitzii,30,87,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x19-1_10.005_sub.SR_stool.fasta,19-1,0,0,Faecalibacterium prausnitzii,30,87,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_10x7.LR_stool.fasta,19-2,0,0,Faecalibacterium prausnitzii,30,87,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_10x18.SR_stool.fasta,29-1,0,0,Faecalibacterium prausnitzii,30,87,10,10,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,39-2,0,0,Faecalibacterium prausnitzii,30,87,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_11x51.SR_stool.fasta,2-Aug,0,0,Faecalibacterium prausnitzii,30,87,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_11x31.SR_stool.fasta,20-1,0,0,Faecalibacterium prausnitzii,30,87,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_11x20-2_11.003.SR_stool.fasta,20-2,0,0,Faecalibacterium prausnitzii,30,87,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
17-1_13_stoolxbin.40_sub.SR_stool.fasta,17-1,0,0,Faecalibacterium prausnitzii,30,87,13,13,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
17-1_N10_stoolx17-1_N10_stool.012_sub.SR_stool.fasta,17-1,0,0,Faecalibacterium prausnitzii,30,87,13,13,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_N17x29-2_N17.002.SR_stool.fasta,29-2,0,0,Faecalibacterium prausnitzii,30,87,14,14,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_11x43-1_early__43-1_11.002.LR_stool.fasta,43-1,0.083333333,0,Faecalibacterium prausnitzii,30,87,8,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x19-1_10.005_sub.SR_stool.fasta,19-1,0.166666667,0,Faecalibacterium prausnitzii,30,87,12,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_10x7.LR_stool.fasta,19-2,0.166666667,0,Faecalibacterium prausnitzii,30,87,12,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_11x43-1_early__43-1_11.002.LR_stool.fasta,43-1,0.25,0,Faecalibacterium prausnitzii,30,87,10,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_11x43-1_early__43-1_11.002.LR_stool.fasta,43-1,0.333333333,0,Faecalibacterium prausnitzii,30,87,11,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x43-2_12.003.SR_stool.fasta,43-2,0.333333333,0,Faecalibacterium prausnitzii,30,87,12,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_7_stoolx47-1_7_stool.016_sub.SR_stool.fasta,47-1,0.25,15.70937076,Faecalibacterium prausnitzii,30,87,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1x43-1_1.004.SR_stool.fasta,43-1,0,0,Flavonifractor plautii,9,20,1,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_stoolxbin.40.SR_stool.fasta,39-2,0,0,Flavonifractor plautii,9,20,3,3,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_6_stoolxbin.2.SR_stool.fasta,14-1,0,0,Flavonifractor plautii,9,20,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_6_BAPx14-2_6_BAP.005.SR_plate.fasta,14-2,0,0,Flavonifractor plautii,9,20,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.019.SR_stool.fasta,40-1,0,0,Flavonifractor plautii,9,20,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_10_DP_BAPcstxbin.4.SR_plate.fasta,40-2,0,0,Flavonifractor plautii,9,20,10,10,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_N11x39-1_N11.017.SR_stool.fasta,39-1,0,0,Flavonifractor plautii,9,20,11,11,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_N16_DP_BAPcstx19-1_N16_DP_BAPcst.004.SR_plate.fasta,19-1,0,0,Flavonifractor plautii,9,20,12,12,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1x43-1_1.004.SR_stool.fasta,43-1,0.083333333,0,Flavonifractor plautii,9,20,2,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_10_DP_BAPcstxbin.4.SR_plate.fasta,40-2,0.25,0,Flavonifractor plautii,9,20,13,10,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_stoolxbin.40.SR_stool.fasta,39-2,0.333333333,0,Flavonifractor plautii,9,20,7,3,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.019.SR_stool.fasta,40-1,0.25,1.217072542,Flavonifractor plautii,9,20,9,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_6_stoolxbin.2.SR_stool.fasta,14-1,0.416666667,2.512371268,Flavonifractor plautii,9,20,11,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_6_BAPx14-2_6_BAP.005.SR_plate.fasta,14-2,0.25,2.626828753,Flavonifractor plautii,9,20,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_6_BAPx14-2_6_BAP.005.SR_plate.fasta,14-2,0.416666667,5.228516394,Flavonifractor plautii,9,20,11,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_14x19.LR_stool.fasta,14-2,0,0,Hungatella hathewayi,5,11,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_14x14-2_late__14-2_14.004.LR_stool.fasta,14-2,0,0,Hungatella hathewayi,5,11,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_N9xbin.9_sub.SR_stool.fasta,20-2,0,0,Hungatella hathewayi,5,11,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_N14_stoolxbin.26.SR_stool.fasta,14-1,0,0,Hungatella hathewayi,5,11,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_13x30.SR_stool.fasta,29-1,0,0,Hungatella hathewayi,5,11,13,13,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_14x19.LR_stool.fasta,14-2,0.25,13.96891562,Hungatella hathewayi,5,11,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_14x14-2_late__14-2_14.004.LR_stool.fasta,14-2,0.166666667,16.75287349,Hungatella hathewayi,5,11,11,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_N9xbin.9_sub.SR_stool.fasta,20-2,0.083333333,20.07728286,Hungatella hathewayi,5,11,10,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_14x19.LR_stool.fasta,14-2,0.416666667,25.9270122,Hungatella hathewayi,5,11,11,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_36_stoolx51.SR_stool.fasta,2-Aug,0,0,Lachnospiraceae bacterium,7,19,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_7_stoolx71.SR_stool.fasta,47-1,0,0,Lachnospiraceae bacterium,7,19,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_14xbin.16.SR_stool.fasta,29-1,0,0,Lachnospiraceae bacterium,7,19,14,14,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_7_stoolx71.SR_stool.fasta,47-1,0.25,0,Lachnospiraceae bacterium,7,19,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_36_stoolx51.SR_stool.fasta,2-Aug,0.25,9.751764149,Lachnospiraceae bacterium,7,19,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_5_LKVx20-1_5_LKV.001.SR_plate.fasta,20-1,0,0,Lacticaseibacillus rhamnosus,6,21,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_N9_DP_LKVx1.SR_plate.fasta,20-2,0,0,Lacticaseibacillus rhamnosus,6,21,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_6_LKVx19-1_6_LKV.001.SR_plate.fasta,19-1,0,0,Lacticaseibacillus rhamnosus,6,21,6,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_6_LKVx66.SR_plate.fasta,19-2,0,0,Lacticaseibacillus rhamnosus,6,21,6,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,0,0,Lacticaseibacillus rhamnosus,6,21,6,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_10x14.LR_stool.fasta,29-2,0,0,Lacticaseibacillus rhamnosus,6,21,6,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,0.166666667,0,Lacticaseibacillus rhamnosus,6,21,8,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_5_LKVx20-1_5_LKV.001.SR_plate.fasta,20-1,0.25,0,Lacticaseibacillus rhamnosus,6,21,8,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,0.25,0,Lacticaseibacillus rhamnosus,6,21,9,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_6_LKVx19-1_6_LKV.001.SR_plate.fasta,19-1,0.333333333,0,Lacticaseibacillus rhamnosus,6,21,10,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_6_LKVx66.SR_plate.fasta,19-2,0.333333333,0,Lacticaseibacillus rhamnosus,6,21,10,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,0.333333333,0,Lacticaseibacillus rhamnosus,6,21,10,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_10x14.LR_stool.fasta,29-2,0.333333333,0,Lacticaseibacillus rhamnosus,6,21,10,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_6_LKVx19-1_6_LKV.001.SR_plate.fasta,19-1,0.5,0,Lacticaseibacillus rhamnosus,6,21,12,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,0.5,0,Lacticaseibacillus rhamnosus,6,21,12,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,0.583333333,0,Lacticaseibacillus rhamnosus,6,21,13,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_10x14.LR_stool.fasta,29-2,0.666666667,0,Lacticaseibacillus rhamnosus,6,21,14,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_N9_DP_LKVx1.SR_plate.fasta,20-2,0.416666667,1.006459135,Lacticaseibacillus rhamnosus,6,21,10,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_N6x08-2_early__08-2_N6.001.LR_stool.fasta,2-Aug,0,0,Mediterraneibacter faecis,8,27,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x42.SR_stool.fasta,19-1,0,0,Mediterraneibacter faecis,8,27,6,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_6_stoolxbin.19.SR_stool.fasta,19-2,0,0,Mediterraneibacter faecis,8,27,6,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_7_stoolx43-2_7_stool.002.SR_stool.fasta,43-2,0,0,Mediterraneibacter faecis,8,27,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_8x29_sub.SR_stool.fasta,43-1,0,0,Mediterraneibacter faecis,8,27,8,8,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,0,0,Mediterraneibacter faecis,8,27,11,11,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_7_stoolx43-2_7_stool.002.SR_stool.fasta,43-2,0.083333333,0,Mediterraneibacter faecis,8,27,8,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_N6x08-2_early__08-2_N6.001.LR_stool.fasta,2-Aug,0.25,0,Mediterraneibacter faecis,8,27,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_8x29_sub.SR_stool.fasta,43-1,0.25,0,Mediterraneibacter faecis,8,27,11,8,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_7_stoolx43-2_7_stool.002.SR_stool.fasta,43-2,0.416666667,0,Mediterraneibacter faecis,8,27,12,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_6_stoolxbin.19.SR_stool.fasta,19-2,0.5,1.002844079,Mediterraneibacter faecis,8,27,12,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,0.166666667,1.013364541,Mediterraneibacter faecis,8,27,13,11,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,0.25,6.074343902,Mediterraneibacter faecis,8,27,14,11,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x42.SR_stool.fasta,19-1,0.333333333,6.256407878,Mediterraneibacter faecis,8,27,10,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x42.SR_stool.fasta,19-1,0.5,13.45162013,Mediterraneibacter faecis,8,27,12,6,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-1_97x8-1_late__08-1_97.013.LR_stool.fasta,1-Aug,0,0,Parabacteroides distasonis,11,57,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_6x14-1_early__14-1_6.016.LR_stool.fasta,14-1,0,0,Parabacteroides distasonis,11,57,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,0,0,Parabacteroides distasonis,11,57,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_37xbin.27.LR_stool.fasta,47-2,0,0,Parabacteroides distasonis,11,57,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x8.LR_stool.fasta,43-2,0,0,Parabacteroides distasonis,11,57,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
8-2_14_DP_LKVx65.SR_plate.fasta,2-Aug,0,0,Parabacteroides distasonis,11,57,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_35_stoolx96.SR_stool.fasta,20-1,0,0,Parabacteroides distasonis,11,57,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,0,0,Parabacteroides distasonis,11,57,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_N13x47-1_N13.023.SR_stool.fasta,47-1,0,0,Parabacteroides distasonis,11,57,13,13,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
8-2_14_DP_LKVx65.SR_plate.fasta,2-Aug,0.166666667,0,Parabacteroides distasonis,11,57,11,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-1_97x8-1_late__08-1_97.013.LR_stool.fasta,1-Aug,0.25,0,Parabacteroides distasonis,11,57,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_37xbin.27.LR_stool.fasta,47-2,0.25,0,Parabacteroides distasonis,11,57,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,0.333333333,0,Parabacteroides distasonis,11,57,11,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x8.LR_stool.fasta,43-2,0.333333333,0,Parabacteroides distasonis,11,57,12,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-1_97x8-1_late__08-1_97.013.LR_stool.fasta,1-Aug,0.416666667,1.007759879,Parabacteroides distasonis,11,57,11,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_6xbin.8.LR_stool.fasta,14-1,0,0,Phocaeicola vulgatus,10,53,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_95xbin.33.LR_stool.fasta,14-2,0,0,Phocaeicola vulgatus,10,53,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_12_LKVxbin.5_sub.SR_plate.fasta,43-1,0,0,Phocaeicola vulgatus,10,53,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_N13_DP_BAPcstxbin.7.SR_plate.fasta,47-1,0,0,Phocaeicola vulgatus,10,53,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x54.SR_stool.fasta,43-2,0,0,Phocaeicola vulgatus,10,53,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-1_97x8-1_late__08-1_97.002.LR_stool.fasta,1-Aug,0,0,Phocaeicola vulgatus,10,53,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
8-2_11_DP_BAPcstx10.SR_plate.fasta,2-Aug,0,0,Phocaeicola vulgatus,10,53,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_11xbin.30.SR_stool.fasta,20-1,0,0,Phocaeicola vulgatus,10,53,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_14x16.SR_stool.fasta,20-2,0,0,Phocaeicola vulgatus,10,53,11,11,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_17_DPx39.LR_plate.fasta,47-2,0,0,Phocaeicola vulgatus,10,53,13,13,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_12_LKVxbin.5_sub.SR_plate.fasta,43-1,0.333333333,0,Phocaeicola vulgatus,10,53,11,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_6xbin.8.LR_stool.fasta,14-1,0.416666667,0,Phocaeicola vulgatus,10,53,11,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_N13_DP_BAPcstxbin.7.SR_plate.fasta,47-1,0.25,2.562445053,Phocaeicola vulgatus,10,53,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_95xbin.33.LR_stool.fasta,14-2,0.25,9.636536744,Phocaeicola vulgatus,10,53,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_95xbin.33.LR_stool.fasta,14-2,0.416666667,12.93255019,Phocaeicola vulgatus,10,53,11,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_LKVxbin.1.SR_plate.fasta,39-2,0,0,Prevotella copri,6,37,3,3,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_8_DP_LKVxbin.1.SR_plate.fasta,43-1,0,0,Prevotella copri,6,37,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_37_LKVxbin.7.SR_plate.fasta,47-1,0,0,Prevotella copri,6,37,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_36x65.LR_stool.fasta,39-1,0,0,Prevotella copri,6,37,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_8xbin.17.SR_stool.fasta,43-2,0,0,Prevotella copri,6,37,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_88xbin.68.SR_stool.fasta,47-2,0,0,Prevotella copri,6,37,10,10,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_8_DP_LKVxbin.1.SR_plate.fasta,43-1,0.083333333,0,Prevotella copri,6,37,8,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_8_DP_LKVxbin.1.SR_plate.fasta,43-1,0.333333333,0,Prevotella copri,6,37,11,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_8xbin.17.SR_stool.fasta,43-2,0.333333333,0,Prevotella copri,6,37,12,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_LKVxbin.1.SR_plate.fasta,39-2,0.333333333,1.004878128,Prevotella copri,6,37,7,3,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_37_LKVxbin.7.SR_plate.fasta,47-1,0.5,1.174235107,Prevotella copri,6,37,13,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_36x65.LR_stool.fasta,39-1,0.25,2.002786581,Prevotella copri,6,37,11,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_LKVxbin.1.SR_plate.fasta,39-2,0.666666667,3.012734502,Prevotella copri,6,37,11,3,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_11x80.SR_stool.fasta,2-Aug,0,0,Ruminococcus bicirculans,6,20,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_16x61.SR_stool.fasta,40-2,0,0,Ruminococcus bicirculans,6,20,13,13,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_11x80.SR_stool.fasta,2-Aug,0.166666667,0,Ruminococcus bicirculans,6,20,11,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
17-2_99_stoolx155.SR_stool.fasta,17-2,0,0,Ruminococcus bromii,8,26,13,13,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_9x0.LR_stool.fasta,20-2,0,0,Sellimonas intestinalis,13,49,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
08-2_9xbin.19.LR_stool.fasta,2-Aug,0,0,Sellimonas intestinalis,13,49,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_15x7.LR_stool.fasta,40-1,0,0,Sellimonas intestinalis,13,49,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_35x37.LR_stool.fasta,40-2,0,0,Sellimonas intestinalis,13,49,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_7xbin.1.LR_stool.fasta,43-2,0,0,Sellimonas intestinalis,13,49,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_11x56.SR_stool.fasta,20-1,0,0,Sellimonas intestinalis,13,49,8,8,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_8x5.SR_stool.fasta,39-1,0,0,Sellimonas intestinalis,13,49,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
17-1_36x53.LR_stool.fasta,17-1,0,0,Sellimonas intestinalis,13,49,10,10,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x27.LR_stool.fasta,19-1,0,0,Sellimonas intestinalis,13,49,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_10x56.SR_stool.fasta,19-2,0,0,Sellimonas intestinalis,13,49,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_13xbin.48.SR_stool.fasta,39-2,0,0,Sellimonas intestinalis,13,49,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
17-2_11x2_sub.LR_stool.fasta,17-2,0,0,Sellimonas intestinalis,13,49,11,11,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_13xbin.48.SR_stool.fasta,39-2,0.083333333,0,Sellimonas intestinalis,13,49,11,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_10x27.LR_stool.fasta,19-1,0.166666667,0,Sellimonas intestinalis,13,49,12,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
17-2_11x2_sub.LR_stool.fasta,17-2,0.166666667,0,Sellimonas intestinalis,13,49,13,11,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
