MAG,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,First_TP,TP2,LastMOL_lqfood,Initial_Colonization,Group
20-1_35_WCxbin.2.SR_plate.fasta,0.25,0,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_35x20-1_35_WC_20-1_35_WC.001.LR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_35x20-1_35_WC_20-1_35_WC.001.LR_plate.fasta,0.25,0,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_LKVx20-1_5_LKV.001.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_LKVx20-1_5_LKV.001.SR_plate.fasta,0.25,0,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_stoolx12.SR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_stoolx12.SR_stool.fasta,0.5,4.184,5,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_stoolx20-1_5_stool.002.SR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_stoolx20-1_5_stool.002.SR_stool.fasta,0.25,0,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_5_stoolx20-1_5_stool.002.SR_stool.fasta,0.75,8.89,5,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-1_8_DP_LKVx20_sub.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_8_DP_LKVx20_sub.SR_plate.fasta,0.25,2.261,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_8_DP_LKVx20-1_8_DP_LKV.002.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_8_DP_LKVx20-1_8_DP_LKV.002.SR_plate.fasta,0.25,0,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_8x38.SR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_8x38.SR_stool.fasta,0.25,0,5,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_97xbin.44.LR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-1_97xbin.44.LR_stool.fasta,1.75,0,14,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-1_97xbin.44.LR_stool.fasta,6.916666667,0,14,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_10_LKVx17.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_10_LKVx17.SR_plate.fasta,0.333333333,0,5,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_10_LKVx17.SR_plate.fasta,0.416666667,0,5,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_10xbin.25.SR_stool.fasta,0,0,9,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_10xbin.25.SR_stool.fasta,0.083333333,0,9,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11_DP_BAPcstx3.SR_plate.fasta,0,0,10,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11_DP_BAPcstx3.SR_plate.fasta,0.083333333,0,10,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11_DP_BAPcstx3.SR_plate.fasta,0.166666667,9.651,10,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_BAPcstx3.SR_plate.fasta,0.416666667,10.43,10,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_BAPcstxbin.6_sub.SR_plate.fasta,0,0,10,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11_DP_BAPcstxbin.6_sub.SR_plate.fasta,0.083333333,4.331,10,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,0.083333333,0,11,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,0.166666667,0,11,13,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,0.583333333,1.589,11,18,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,3,12.605,11,47,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,3.583333333,18.913,11,54,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,4.416666667,19.469,11,64,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,5.416666667,22.395,11,76,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11_DP_LKVx20-2_11_DP_LKV.001.SR_plate.fasta,6.416666667,26.787,11,88,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11x20-2_11.003.SR_stool.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11x20-2_11.003.SR_stool.fasta,0.25,15.244,11,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11x20-2_11.003.SR_stool.fasta,0.333333333,21.71,11,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11x20-2_11.003.SR_stool.fasta,0.583333333,46.532,11,18,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11x20-2_11.003.SR_stool.fasta,0.916666667,73.491,11,22,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_11xbin.4.SR_stool.fasta,0,0,10,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_11xbin.4.SR_stool.fasta,0.083333333,0,10,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_12_BAPxbin.6.SR_plate.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12_BAPxbin.6.SR_plate.fasta,0.083333333,0,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x20-2_12.025.SR_stool.fasta,0,0,10,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_12x20-2_12.025.SR_stool.fasta,0.083333333,0,10,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_12x20-2_12.025.SR_stool.fasta,0.166666667,0,10,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,0.083333333,0,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,0.833333333,7.822,12,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,2.25,16.365,12,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,4.333333333,21.251,12,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,6.333333333,25.755,12,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_12x39.SR_stool.fasta,7.083333333,32.881,12,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,0.25,1.397,11,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,0.333333333,3.467,11,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,0.583333333,4.847,11,18,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,2,8.774,11,35,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,3,17.841,11,47,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,3.583333333,34.262,11,54,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,4.416666667,39.316,11,64,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,5.416666667,56.218,11,76,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,6.416666667,63.506,11,88,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,7.166666667,64.145,11,97,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_13x39.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13x39.SR_stool.fasta,0.083333333,0,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13x39.SR_stool.fasta,0.166666667,9.734,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13x39.SR_stool.fasta,0.5,26.546,12,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13x39.SR_stool.fasta,0.833333333,35.141,12,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13xbin.6.SR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_13xbin.6.SR_stool.fasta,0.666666667,13.154,14,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_14x16.SR_stool.fasta,0.083333333,0,11,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,0.166666667,0,11,13,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,0.25,0.626,11,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,0.333333333,1.883,11,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,0.916666667,7.521,11,22,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,1,13.164,11,23,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,2,22.817,11,35,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,2.333333333,39.116,11,39,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,3,42.885,11,47,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,3.583333333,49.175,11,54,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,4.416666667,52.003,11,64,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,5.416666667,53.258,11,76,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,6.416666667,60.158,11,88,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x16.SR_stool.fasta,7.166666667,70.936,11,97,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_14x20-2_14.012.SR_stool.fasta,0,0,39,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14x20-2_14.012.SR_stool.fasta,0.666666667,5.334,39,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14x20-2_14.012.SR_stool.fasta,4.833333333,10.464,39,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.27_sub.SR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.27_sub.SR_stool.fasta,0.083333333,13.869,14,15,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.43.LR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.43.LR_stool.fasta,0.083333333,0.871,14,15,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.43.LR_stool.fasta,0.333333333,10.45,14,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.43.LR_stool.fasta,0.75,13.128,14,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.57_sub.SR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.57_sub.SR_stool.fasta,0.75,4.642,14,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.57_sub.SR_stool.fasta,1.75,8.812,14,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_14xbin.57_sub.SR_stool.fasta,2.083333333,12.513,14,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,0.333333333,0,5,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,0.5,1.697,5,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,0.666666667,30.715,5,13,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,0.833333333,52.892,5,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_15x0.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x0.SR_stool.fasta,0.083333333,3.102,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x0.SR_stool.fasta,0.166666667,14.109,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x0.SR_stool.fasta,0.25,18.583,12,15,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x0.SR_stool.fasta,0.5,27.563,12,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x20-2_15.013_sub.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x20-2_15.013_sub.SR_stool.fasta,0.083333333,3.351,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,0,0,15,15,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,0.583333333,2.166,15,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,1.666666667,4.248,15,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,2,8.232,15,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,2.666666667,9.7,15,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,3.25,15.101,15,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,4.083333333,20.423,15,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x55.SR_stool.fasta,6.833333333,27.794,15,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x88.SR_stool.fasta,0,0,13,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15x88.SR_stool.fasta,0.166666667,2.897,13,15,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_15xbin.14.SR_stool.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_15xbin.14.SR_stool.fasta,0.083333333,0,11,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_15xbin.14.SR_stool.fasta,0.25,0,11,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_15xbin.14.SR_stool.fasta,0.333333333,0,11,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,0.333333333,0.475,14,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,0.75,9.958,14,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,1.75,11.941,14,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,2.75,20.449,14,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,3.333333333,21.041,14,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,4.166666667,21.581,14,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,5.166666667,26.228,14,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_LKVx20-2_18_LKV.001.SR_plate.fasta,6.166666667,27.336,14,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_WCxbin.5.SR_plate.fasta,0,0,18,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18_WCxbin.5.SR_plate.fasta,0.333333333,0,18,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,0.166666667,3.326,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,0.25,17.7,12,15,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,0.5,45.047,12,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,0.833333333,47.136,12,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,1.916666667,49.216,12,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,2.25,52.335,12,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x1.SR_stool.fasta,2.916666667,58.587,12,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,0,0,18,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,0.416666667,0,18,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,1.416666667,0,18,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,1.75,4.318,18,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,3,9.707,18,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,3.833333333,11.784,18,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x102.SR_stool.fasta,6.583333333,15.236,18,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x20-2_18.020_sub.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18x20-2_18.020_sub.SR_stool.fasta,0.083333333,6.691,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18xbin.10.SR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18xbin.10.SR_stool.fasta,0.333333333,2.482,14,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18xbin.3.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_18xbin.3.SR_stool.fasta,0.083333333,0,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,0.583333333,1.412,2,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,0.75,4.244,2,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,0.916666667,8.49,2,13,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,1,9.906,2,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,1.083333333,12.762,2,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,1.333333333,15.593,2,18,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,3.75,22.932,2,47,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolxbin.11.SR_stool.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolxbin.11.SR_stool.fasta,0.25,23.815,2,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolxbin.11.SR_stool.fasta,0.583333333,25.138,2,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolxbin.11.SR_stool.fasta,0.666666667,42.305,2,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2_stoolxbin.11.SR_stool.fasta,0.833333333,49.886,2,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolxbin.11.SR_stool.fasta,1.75,51.537,2,23,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolxbin.11.SR_stool.fasta,4.333333333,59.935,2,54,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolxbin.11.SR_stool.fasta,7.166666667,62.129,2,88,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2_stoolxbin.11.SR_stool.fasta,7.916666667,70.608,2,97,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_22x1_sub.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22x1_sub.SR_stool.fasta,0.166666667,1.686,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22x20-2_22.022.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22x20-2_22.022.SR_stool.fasta,0.083333333,1.62,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22x20-2_22.022.SR_stool.fasta,2.666666667,18.103,22,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22xbin.39_sub.SR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_22xbin.39_sub.SR_stool.fasta,0.333333333,0,5,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_22xbin.39_sub.SR_stool.fasta,2.5,0,5,35,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_22xbin.39_sub.SR_stool.fasta,3.5,0,5,47,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_22xbin.6.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22xbin.6.SR_stool.fasta,0.083333333,0,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22xbin.6.SR_stool.fasta,0.166666667,0,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22xbin.6.SR_stool.fasta,0.833333333,0,12,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_22xbin.6.SR_stool.fasta,2.25,0,12,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23_LKVx20-2_23_LKV.002.SR_plate.fasta,0,0,18,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23_LKVx20-2_23_LKV.002.SR_plate.fasta,0.416666667,3.684,18,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23_LKVx20-2_23_LKV.002.SR_plate.fasta,1.416666667,11.916,18,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23_LKVx20-2_23_LKV.002.SR_plate.fasta,3.833333333,14.611,18,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,0.333333333,8.076,14,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,0.666666667,13.981,14,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,0.75,24.902,14,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,2.083333333,27.278,14,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,2.75,30.974,14,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,4.166666667,39.649,14,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,5.166666667,43.457,14,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,6.166666667,46.579,14,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.31.SR_stool.fasta,6.916666667,54.249,14,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.4.SR_stool.fasta,0,0,23,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.4.SR_stool.fasta,1.333333333,7.59,23,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_23xbin.46.SR_stool.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_23xbin.46.SR_stool.fasta,0.083333333,0,11,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_23xbin.46.SR_stool.fasta,0.166666667,0,11,13,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_23xbin.46.SR_stool.fasta,0.333333333,0,11,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_23xbin.46.SR_stool.fasta,0.583333333,1.563,11,18,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_23xbin.46.SR_stool.fasta,0.916666667,4.871,11,22,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_2xbin.1.LR_stool.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2xbin.1.LR_stool.fasta,0.25,1.088,2,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_2xbin.1.LR_stool.fasta,0.666666667,2.214,2,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_35x16.LR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x16.LR_stool.fasta,0.75,9.123,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x20-2_late__20-2_35.017.LR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x20-2_late__20-2_35.017.LR_stool.fasta,0.083333333,0,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x20-2_late__20-2_35.017.LR_stool.fasta,0.5,5.583,12,18,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x20-2_late__20-2_35.017.LR_stool.fasta,0.833333333,7.853,12,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x20-2_late__20-2_35.017.LR_stool.fasta,1.916666667,12.217,12,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x7.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
